"","Family","Genus","Species","sci_name","nutrient_data","ctmax_estimate","gl_fish","SpecCode","SpeciesRefNo","FBname","Fresh","Brack","Saltwater","LongevityWild","Vulnerability","Length","LTypeMaxM","CommonLength","LTypeComM","Weight","Importance","DietTroph","DietSeTroph","DietRemark","FoodTroph","FoodSeTroph","FoodRemark","TLinfinity_mean","K_mean","TLinfinity_sd","K_sd"
"1084","Cyprinodontidae","Floridichthys","carpio","Floridichthys carpio",NA,"Y",NA,3184,27139,"Goldspotted killifish",0,1,1,NA,10,8,"TL",NA,NA,NA,"commercial",3.51,NA,"Troph of adults from 1 study.",3.29,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1085","Dasyatidae","Taeniura","lymma","Taeniura lymma",NA,"Y",NA,5399,2334,"Ribbontail stingray",0,0,1,NA,90,35,"WD",NA,NA,NA,"commercial",NA,NA,NA,3.77,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1086","Eleotridae","Gobiomorphus","basalis","Gobiomorphus basalis",NA,"Y",NA,22536,11115,"Cran's bully",1,0,0,NA,10,9,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","Eleotridae","Gobiomorphus","breviceps","Gobiomorphus breviceps",NA,"Y",NA,22535,11115,"Upland bully",1,0,0,NA,29.13,8.19999980926514,"TL",NA,NA,NA,NA,3.24,0.138,"Troph of juv./adults from 4 studies.",3.18,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",8.825875,0.52513,0.935128901542456,0.16290225167259
"1088","Eleotridae","Gobiomorphus","cotidianus","Gobiomorphus cotidianus",NA,"Y",NA,10353,11115,"Common bully",1,1,1,NA,10,15,"TL",NA,NA,NA,NA,3.28,0.126,"Troph of juv./adults from 6 studies.",3.38,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1089","Eleotridae","Hypseleotris","galii","Hypseleotris galii",NA,"Y",NA,22757,5259,"Firetailed gudgeon",1,0,0,NA,10,5.5,"TL",NA,NA,NA,NA,NA,NA,NA,3.35,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1090","Eleotridae","Hypseleotris","klunzingeri","Hypseleotris klunzingeri",NA,"Y",NA,52493,2906,"Western carp gudgeon",1,0,0,NA,10,6.5,"TL",NA,NA,NA,NA,3.19,0.093,"Troph of juv./adults from 12 studies.",3.24,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1091","Embiotocidae","Cymatogaster","aggregata","Cymatogaster aggregata",NA,"Y",NA,3626,2850,"Shiner perch",0,1,1,9,10.3,20.2999992370605,"TL",11.5,"TL",NA,"minor commercial",NA,NA,NA,2.99,0.31,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1092","Embiotocidae","Embiotoca","jacksoni","Embiotoca jacksoni",NA,"Y",NA,3628,2850,"Black perch",0,0,1,10,29,39,"TL",NA,NA,700,"commercial",NA,NA,NA,3.31,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1093","Embiotocidae","Hypsurus","caryi","Hypsurus caryi",NA,"Y",NA,3633,2850,"Rainbow seaperch",0,0,1,NA,20,30,"TL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","Embiotocidae","Hysterocarpus","traskii","Hysterocarpus traskii",NA,"Y",NA,3634,86798,"Russian river tule perch",1,1,0,5,10,15,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","Embiotocidae","Micrometrus","minimus","Micrometrus minimus",NA,"Y",NA,3636,2850,"Dwarf perch",0,0,1,NA,10,16,"TL",NA,NA,NA,NA,NA,NA,NA,2.78,0.26,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1096","Engraulidae","Engraulis","japonicus","Engraulis japonicus",NA,"Y",NA,1663,189,"Japanese anchovy",0,0,1,4,22.92,18,"TL",14,"TL",45,"highly commercial",3.14,0.148,"Troph of juv./adults from 2 studies.",2.74,0.33,"Trophic level estimated from a number of food items using a randomized resampling routine.",17.5718622727273,1.37339409090909,3.967130815443,0.973722863968902
"1097","Engraulidae","Engraulis","mordax","Engraulis mordax",NA,"Y",NA,1664,189,"Californian anchovy",0,0,1,7,23.89,24.7999992370605,"SL",15,"TL",68,"commercial",NA,NA,NA,3.1,0.28,"Trophic level estimated from a number of food items using a randomized resampling routine.",19.7487930555556,0.418777777777778,4.18150606667148,0.194529925881578
"1098","Esocidae","Esox","masquinongy","Esox masquinongy",NA,"Y","Y",2711,26373,"Muskellunge",1,0,0,30,66.7,183,"TL",95,"TL",31750,"commercial",4.5,0.299,"Troph of juv./adults from 6 studies.",4.2,0.73,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.181735925925926,NA,0.058002802999859
"1099","Fundulidae","Fundulus","diaphanus","Fundulus diaphanus",NA,"Y","Y",3190,86798,"Banded killifish",1,1,0,NA,10,13,"TL",6.25,"TL",NA,"commercial",3.3,0.173,"Troph of adults from 3 studies.",3.18,0.37,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1100","Fundulidae","Fundulus","grandis","Fundulus grandis",NA,"Y",NA,3191,27139,"Gulf killifish",1,1,0,NA,10,18,"TL",10.3999996185303,"TL",NA,"commercial",NA,NA,NA,3.42,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",8.73,2.43,NA,NA
"1101","Fundulidae","Fundulus","heteroclitus","Fundulus heteroclitus",NA,"Y",NA,3192,86798,"Mummichog",1,1,1,4,18.77,15,"TL",8.89999961853027,"TL",NA,"commercial",NA,NA,NA,3.59,0.48,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.749,NA,NA
"1102","Fundulidae","Fundulus","notatus","Fundulus notatus",NA,"Y","Y",3197,27139,"Blackstripe topminnow",1,0,0,NA,10,8,"TL",5.80000019073486,"TL",NA,"commercial",NA,NA,NA,3.08,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1103","Fundulidae","Fundulus","olivaceus","Fundulus olivaceus",NA,"Y",NA,3199,27139,"Blackspotted topminnow",1,0,0,NA,10,8,"TL",7.5,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","Fundulidae","Fundulus","sciadicus","Fundulus sciadicus",NA,"Y",NA,3203,27139,"Plains topminnow",1,0,0,NA,10,9,"TL",5.09999990463257,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","Fundulidae","Fundulus","zebrinus","Fundulus zebrinus",NA,"Y",NA,3208,35647,"Plains killifish",1,1,0,3,10,8,"TL",6.90000009536743,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","Fundulidae","Lucania","parva","Lucania parva",NA,"Y",NA,3212,27139,"Rainwater killifish",1,1,1,NA,10,6.19999980926514,"TL",3.65000009536743,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","Galaxiidae","Galaxias","argenteus","Galaxias argenteus",NA,"Y",NA,12245,11115,"Giant kokopu",1,1,1,NA,10,40,"NG",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","Galaxiidae","Galaxias","brevipinnis","Galaxias brevipinnis",NA,"Y",NA,7544,5259,"Koaro",1,1,1,NA,24.16,28,"SL",15,"SL",NA,"commercial",3.53,0.228,"Troph of juv./adults from 3 studies.",3.41,0.48,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1109","Galaxiidae","Galaxias","fasciatus","Galaxias fasciatus",NA,"Y",NA,12247,11115,"Banded kokopu",1,1,1,NA,15.25,25.25,"TL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","Galaxiidae","Galaxias","maculatus","Galaxias maculatus",NA,"Y",NA,7579,5259,"Inanga",1,1,1,NA,32.14,19,"SL",10,"TL",NA,"commercial",3.16,0.22,"Troph of juv./adults from 1 study.",NA,NA,NA,11.9566666666667,0.386666666666667,1.0245649483236,0.134288247189891
"1111","Galaxiidae","Galaxias","postvectis","Galaxias postvectis",NA,"Y",NA,10427,11115,"Shortjaw kokopu",1,1,1,NA,21.72,26,"SL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Gasterosteidae","Apeltes","quadracus","Apeltes quadracus",NA,"Y","Y",3269,3814,"Fourspine stickleback",1,1,1,3,16.15,6.40000009536743,"TL",4.09999990463257,"TL",NA,"commercial",NA,NA,NA,3.23,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",5.9,1.17,1.5556349186104,0.466690475583121
"1113","Gasterosteidae","Culaea","inconstans","Culaea inconstans",NA,"Y","Y",3271,5723,"Brook stickleback",1,0,0,2,10,8.69999980926514,"TL",5,"TL",NA,"commercial",3.19,0.144,"Troph of juv./adults from 3 studies.",3.29,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1114","Gasterosteidae","Gasterosteus","aculeatus","Gasterosteus aculeatus",NA,"Y","Y",2420,86798,"Three-spined stickleback",1,1,1,8,10,11,"TL",5.09999990463257,"TL",NA,"minor commercial",3.31,0.177,"Troph of adults from 2 studies.",3.38000011444092,0.4625,"Trophic level estimated from a number of food items using a randomized resampling routine.",7.182,1.823,1.3039751190537,1.08556232228074
"1115","Gerreidae","Eucinostomus","argenteus","Eucinostomus argenteus",NA,"Y",NA,1049,2850,"Silver mojarra",1,1,1,NA,25.13,21.2000007629395,"TL",15,"TL",119.660003662109,"minor commercial",3.24,0.114,"Troph of juv./adults from 3 studies.",3.32,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.446666666666667,NA,0.0680685928555405
"1116","Gerreidae","Eucinostomus","gracilis","Eucinostomus gracilis",NA,"Y",NA,3565,2850,"Graceful mojarra",1,1,1,NA,11,21,"TL",12,"TL",NA,"minor commercial",3.06,0.26,"Troph of juv./adults from 1 study.",3.4,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1117","Gerreidae","Gerres","oyena","Gerres oyena",NA,"Y",NA,5996,35850,"Common silver-biddy",0,1,1,NA,20,30,"TL",20,"SL",NA,"commercial",NA,NA,NA,2.72,0.24,"Trophic level estimated from a number of food items using a randomized resampling routine.",18.2,1.1,NA,NA
"1118","Gobiesocidae","Gobiesox","pinniger","Gobiesox pinniger",NA,"Y",NA,54505,37955,NA,0,0,1,NA,10,10.1999998092651,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","Gobiesocidae","Gobiesox","strumosus","Gobiesox strumosus",NA,"Y",NA,3079,7251,"Skilletfish",0,1,1,NA,10,8,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Gobiesocidae","Tomicodon","humeralis","Tomicodon humeralis",NA,"Y",NA,46922,11482,"Sonora clingfish",0,0,1,NA,10,8.5,"TL",NA,NA,NA,NA,NA,NA,NA,2.93,0.32,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1121","Gobiidae","Amblygobius","phalaena","Amblygobius phalaena",NA,"Y",NA,7198,1602,"Whitebarred goby",0,0,1,NA,10,15,"TL",NA,NA,NA,"minor commercial",3.63,0.38,"Troph of adults and juv./adults from 1 study.",2.74,0.18,"Trophic level estimated from a number of food items using a randomized resampling routine.",11.0583333333333,2.31545333333333,0.366139772946525,0.424745046037424
"1122","Gobiidae","Awaous","commersoni","Awaous commersoni",NA,"Y",NA,9964,57749,"Commerson’s freshwater goby",1,1,0,NA,20.5,25,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","Gobiidae","Bathygobius","fuscus","Bathygobius fuscus",NA,"Y",NA,7201,2798,"Dusky frillgoby",1,1,1,NA,10,12,"TL",NA,NA,NA,"minor commercial",3.42,0.56,"Troph of juv./adults from 1 study.",NA,NA,NA,NA,NA,NA,NA
"1124","Gobiidae","Bathygobius","ramosus","Bathygobius ramosus",NA,"Y",NA,8259,5592,"Panamic frillfin",0,0,1,NA,10,20,"TL",12,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","Gobiidae","Bathygobius","soporator","Bathygobius soporator",NA,"Y",NA,3837,57403,"Frillfin goby",1,1,1,NA,22.31,15,"TL",NA,NA,NA,"of no interest",NA,NA,NA,3.71,0.55,"Trophic level estimated from a number of food items using a randomized resampling routine.",16.876,0.6356,1.88072592367947,0.14462641529126
"1126","Gobiidae","Coryphopterus","urospilus","Coryphopterus urospilus",NA,"Y",NA,25534,11482,"Redlight goby",0,0,1,NA,10,6.5,"TL",NA,NA,NA,NA,NA,NA,NA,3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,NA
"1127","Gobiidae","Croilia","mossambica","Croilia mossambica",NA,"Y",NA,6338,52193,"Burrowing goby",1,1,1,NA,10,6.40000009536743,"TL",NA,NA,NA,NA,NA,NA,NA,3.26,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1128","Gobiidae","Ctenogobius","sagittula","Ctenogobius sagittula",NA,"Y",NA,3861,11482,"Longtail goby",0,1,1,NA,10,20,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","Gobiidae","Gillichthys","mirabilis","Gillichthys mirabilis",NA,"Y",NA,3854,2850,"Longjaw mudsucker",0,1,1,2,11,21,"TL",13,"TL",NA,NA,NA,NA,NA,3.24,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1130","Gobiidae","Gnatholepis","anjerensis","Gnatholepis anjerensis",NA,"Y",NA,23595,41653,"Eye-bar goby",0,1,1,NA,10,8.39999961853027,"SL",NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","Gobiidae","Gobiosoma","chiquita","Gobiosoma chiquita",NA,"Y",NA,46866,11482,"Sonora goby",0,0,1,NA,10,6.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","Gobiidae","Gobius","cobitis","Gobius cobitis",NA,"Y",NA,4579,4696,"Giant goby",0,1,1,10,10,15.6999998092651,"TL",NA,NA,NA,"minor commercial",NA,NA,NA,2.97,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",25.3,0.217,NA,NA
"1133","Gobiidae","Gobius","paganellus","Gobius paganellus",NA,"Y",NA,73,4343,"Rock goby",1,1,1,10,19.37,13,"TL",NA,NA,NA,"minor commercial",NA,NA,NA,3.29999995231628,0.4531,"Trophic level estimated from a number of food items using a randomized resampling routine.",12.7,0.569,1.55563491861041,0.227688383542068
"1134","Gobiidae","Istigobius","ornatus","Istigobius ornatus",NA,"Y",NA,4322,420,"Ornate goby",0,1,1,NA,10,11,"TL",NA,NA,NA,"commercial",NA,NA,NA,4.3,0.26,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1135","Gobiidae","Neogobius","melanostomus","Neogobius melanostomus",NA,"Y","Y",12019,13696,"Round goby",1,1,1,6,26.3,35,"TL",NA,NA,381.420013427734,"commercial",3.3,0.102,"Troph of juv./adults from 3 studies.",3.3,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",15.9175,0.482933,4.95263748477067,0.329745292950989
"1136","Gobiidae","Periophthalmus","argentilineatus","Periophthalmus argentilineatus",NA,"Y",NA,7480,5218,"Barred mudskipper",1,1,1,NA,10,19,"TL",NA,NA,NA,"of no interest",NA,NA,NA,3.26,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1137","Gobiidae","Periophthalmus","kalolo","Periophthalmus kalolo",NA,"Y",NA,7482,5218,"Common mudskipper",0,1,1,NA,10,14.1000003814697,"SL",NA,NA,NA,"of no interest",NA,NA,NA,3.26,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1138","Gobiidae","Pomatoschistus","minutus","Pomatoschistus minutus",NA,"Y",NA,1345,4696,"Sand goby",0,1,1,2.70000004768372,14.6,11,"TL",NA,NA,NA,"of no interest",3.22,NA,"Troph of adults from 1 study.",3.25,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",8.15,1.154,1.48492424049175,0.319612265096319
"1139","Gobiidae","Quietula","y","Quietula y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Gobiidae","Tridentiger","bifasciatus","Tridentiger bifasciatus",NA,"Y",NA,56294,33021,"Shimofuri goby",1,1,1,NA,10,12,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Gobiidae","Yongeichthys","criniger","Yongeichthys criniger",NA,"Y",NA,49161,559,NA,0,1,1,NA,10,15,"SL",NA,NA,NA,NA,3.36,0.24,"Troph of juv./adults from 1 study.",3.48,0.48,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1142","Haemulidae","Haemulon","flavolineatum","Haemulon flavolineatum",NA,"Y",NA,1135,7251,"French grunt",0,0,1,NA,31.73,30,"TL",17,"TL",NA,"commercial",3.46,0.141,"Troph of juv./adults from 2 studies.",3.35,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",32.6736666666667,0.256333333333333,5.7886423566613,0.0866621793710113
"1143","Haemulidae","Haemulon","steindachneri","Haemulon steindachneri",NA,"Y",NA,1142,9114,"Chere-chere grunt",0,0,1,NA,33.63,30,"TL",20,"TL",300,"minor commercial",3.73,0.22,"Troph of juv./adults from 1 study.",3.5,0.37,"Tentative trophic level derived from 1 + troph of a single food item",35.8,0.3,NA,NA
"1144","Hemiramphidae","Hyporhamphus","rosae","Hyporhamphus rosae",NA,"Y",NA,3159,2850,"California halfbeak",1,1,1,NA,10,15,"TL",9,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Ictaluridae","Ameiurus","catus","Ameiurus catus",NA,"Y","Y",3018,54507,"White catfish",1,1,0,14,43.38,95,"TL",30.4500007629395,"TL",9750,NA,NA,NA,NA,3.18,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",48.6,0.246,NA,NA
"1146","Ictaluridae","Ameiurus","melas","Ameiurus melas",NA,"Y","Y",291,5723,"Black bullhead",1,0,0,10,46.4,66,"TL",26.6000003814697,"TL",3620,"commercial",3.81,0.37,"Troph of juv./adults from 1 study.",3.49,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1147","Ictaluridae","Ameiurus","natalis","Ameiurus natalis",NA,"Y","Y",3021,5723,"Yellow bullhead",1,0,0,4,44,60,"TL",22.5,"TL",1920,NA,NA,NA,NA,3.33,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",21.4,0.429,NA,NA
"1148","Ictaluridae","Noturus","exilis","Noturus exilis",NA,"Y",NA,3030,5723,"Slender madtom",1,0,0,4,10,15,"TL",10.1499996185303,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Ictaluridae","Noturus","flavus","Noturus flavus",NA,"Y","Y",3033,5723,"Stonecat",1,0,0,7,21,31,"TL",13.1999998092651,"TL",NA,NA,NA,NA,NA,3.24,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1150","Ictaluridae","Noturus","gyrinus","Noturus gyrinus",NA,"Y","Y",3037,5723,"Tadpole madtom",1,0,0,3,10,13,"TL",4.75,"TL",NA,NA,NA,NA,NA,3.34,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1151","Kuhliidae","Kuhlia","sandvicensis","Kuhlia sandvicensis",NA,"Y",NA,5157,41640,"Hawaiian flagtail",1,1,1,NA,32.04,25,"TL",NA,NA,NA,"commercial",NA,NA,NA,3.78,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",25.4,0.33,NA,NA
"1152","Kyphosidae","Girella","nigricans","Girella nigricans",NA,"Y",NA,3594,2850,"Opaleye",0,0,1,10,46.4,66,"TL",NA,NA,NA,"commercial",NA,NA,NA,2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",NA,NA,NA,NA
"1153","Labridae","Halichoeres","binotopsis","Halichoeres binotopsis",NA,"Y",NA,12789,1601,"Saowisata wrasse",0,0,1,NA,10,8.89999961853027,"SL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","Labridae","Halichoeres","dispilus","Halichoeres dispilus",NA,"Y",NA,8208,5590,"Chameleon wrasse",0,0,1,NA,15,25,"TL",NA,NA,NA,"minor commercial",NA,NA,NA,3.85,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1155","Labridae","Halichoeres","nigrescens","Halichoeres nigrescens",NA,"Y",NA,58179,35918,"Bubblefin wrasse",0,0,1,NA,10,14.6000003814697,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","Labridae","Notolabrus","celidotus","Notolabrus celidotus",NA,"Y",NA,46850,26203,"Spotty",0,1,1,7,19.16,23.8999996185303,"SL",NA,NA,NA,NA,3.36,0.28,"Troph of juv./adults from 1 study.",NA,NA,NA,26.81485,0.37,NA,NA
"1157","Labridae","Symphodus","ocellatus","Symphodus ocellatus",NA,"Y",NA,1792,4742,NA,0,0,1,5,22.05,18.5,"TL",NA,NA,81.6900024414062,"commercial",3.48,NA,"Troph of adults from 1 study.",3.33999991416931,0.4176,"Trophic level estimated from a number of food items using a randomized resampling routine.",10.55,0.797,0.353553390593274,0.21496046148071
"1158","Labridae","Tautogolabrus","adspersus","Tautogolabrus adspersus",NA,"Y",NA,3672,7251,"Cunner",0,0,1,6,44.63,44,"TL",NA,NA,1000,"commercial",3.72,0.184,"Troph of adults from 5 studies.",3.25,0.21,"Trophic level estimated from a number of food items using a randomized resampling routine.",29.85,0.20275,5.31946112559032,0.0377833737685418
"1159","Labridae","Thalassoma","lucasanum","Thalassoma lucasanum",NA,"Y",NA,13860,9311,"Cortez rainbow wrasse",0,0,1,NA,10,15,"TL",NA,NA,NA,"commercial",NA,NA,NA,3.45,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1160","Labrisomidae","Dialommus","macrocephalus","Dialommus macrocephalus",NA,"Y",NA,46683,11482,"Foureye rockskipper",0,0,1,NA,10,11,"TL",NA,NA,NA,NA,NA,NA,NA,3.5,0.37,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,NA
"1161","Labrisomidae","Malacoctenus","gigas","Malacoctenus gigas",NA,"Y",NA,46670,11482,"Sonora blenny",0,0,1,NA,10,13,"TL",NA,NA,NA,NA,NA,NA,NA,3.5,0.37,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,NA
"1162","Labrisomidae","Malacoctenus","zonifer","Malacoctenus zonifer",NA,"Y",NA,46679,11482,"Glossy blenny",0,0,1,NA,10,8,"TL",NA,NA,NA,NA,NA,NA,NA,3.5,0.37,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,NA
"1163","Loricariidae","Hypostomus","borellii","Hypostomus borellii",NA,"Y",NA,48887,6868,NA,1,0,0,NA,10,16.1000003814697,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","Loricariidae","Loricaria","tucumanensis","Loricaria tucumanensis",NA,"Y",NA,50638,36389,NA,1,0,0,NA,10,12.1199998855591,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","Lutjanidae","Lutjanus","apodus","Lutjanus apodus",NA,"Y",NA,1404,55,"Schoolmaster snapper",0,1,1,42,62.24,79.0999984741211,"FL",35,"TL",10800,"commercial",4.25,0.425,"Troph of juv./adults from 2 studies.",3.76,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",42.4,0.235,8.20243866176395,0.162634559672906
"1166","Lutjanidae","Lutjanus","guttatus","Lutjanus guttatus",NA,"Y",NA,152,55,"Spotted rose snapper",0,0,1,NA,34.73,105,"TL",NA,NA,1310,"commercial",4.04,0.242,"Troph of juv./adults from 2 studies.",3.83,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",70.2975,0.408,9.19933829142075,0.160008333116331
"1167","Melanotaeniidae","Melanotaenia","duboulayi","Melanotaenia duboulayi",NA,"Y",NA,22677,5259,"Crimsonspotted rainbowfish",1,0,0,NA,10,11,"SL",8,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
